CGPA,Aptitude_Score,Projects_Count,Certifications_Count,Python_Skill,Java_Skill,SQL_Skill,DSA_Skill,Web_Development_Skill,Cloud_Skill,ML_Skill,Cybersecurity_Skill,Communication_Skill,Problem_Solving_Skill,Confidence_Level,Placement_Score
0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.67,6.8,1,0,0.8,0.2,1.2,0.1,0.9,1.1,0.6,1.2,0.1,0.1,1.6,7.8
0.38,10.4,1,0,1.5,0.4,1.2,0.2,0.1,1.1,1.1,1.3,1.5,2.0,1.0,9.5
2.39,5.4,1,0,0.9,0.2,0.1,1.9,1.7,1.4,0.8,0.3,0.3,0.5,1.1,11.7
1.98,5.6,0,1,1.9,1.5,1.1,1.2,0.8,0.5,0.7,1.5,0.0,0.2,0.1,10.7
2.57,14.1,1,0,0.9,0.2,1.0,0.9,0.3,0.9,0.8,1.2,1.3,0.1,0.7,12.1
1.51,17.1,0,0,1.3,0.3,0.1,1.3,0.1,1.2,1.9,1.2,0.8,1.3,0.9,12.7
2.82,7.7,1,1,1.9,1.8,0.4,0.1,0.2,0.0,0.2,1.4,0.1,0.6,1.7,14.7
2.44,5.6,1,1,0.2,1.4,1.3,1.8,1.5,1.6,0.6,0.4,1.5,1.6,2.0,17.3
1.12,15.5,0,0,0.7,1.9,1.7,0.9,1.5,1.5,0.2,1.8,1.0,1.7,0.6,11.0
1.17,0.2,1,0,1.8,0.2,0.6,1.9,1.9,1.1,1.3,0.9,0.6,0.7,1.3,11.5
2.37,15.8,0,1,0.2,1.0,0.1,1.1,0.9,1.8,0.7,0.2,0.3,1.5,1.2,15.0
0.25,14.0,1,1,0.1,1.6,1.4,0.2,0.2,2.0,0.7,0.7,1.6,1.9,2.0,11.9
1.13,1.7,0,0,1.6,1.1,0.8,1.8,0.2,1.0,0.0,0.9,0.1,0.2,0.2,8.3
2.24,11.7,0,1,1.9,0.7,0.6,1.7,0.4,1.9,0.0,1.9,0.1,1.8,1.1,15.5
0.22,11.1,1,1,1.9,1.0,1.3,1.4,0.9,1.3,1.2,1.8,0.1,0.6,1.9,12.0
1.37,12.4,1,0,0.6,0.4,0.9,0.7,1.2,0.2,1.9,2.0,1.4,1.1,0.6,12.2
2.05,3.3,0,1,1.8,1.6,1.9,1.5,1.2,0.8,1.9,1.7,0.1,0.1,0.8,13.4
2.96,3.0,0,0,1.2,0.8,1.9,1.7,1.7,0.9,0.8,0.5,0.1,1.7,1.6,12.1
2.99,11.1,1,0,1.5,1.9,1.7,0.5,0.9,0.3,1.9,1.2,0.5,1.3,1.2,13.4
0.34,13.4,0,1,1.0,1.5,1.0,1.7,1.1,1.1,1.8,0.8,0.3,0.1,1.5,11.2
2.11,4.3,0,1,0.3,0.0,0.7,1.2,0.8,0.9,1.8,0.7,1.0,1.6,0.8,11.2
2.59,19.0,0,0,0.3,1.9,1.0,0.5,0.9,2.0,1.0,0.7,1.3,0.5,0.2,12.0
0.38,3.0,1,1,0.3,1.3,0.4,0.7,1.8,0.9,1.3,0.3,0.4,0.1,0.3,7.1
0.53,1.8,0,1,0.2,0.9,0.4,0.7,1.0,1.4,0.1,1.6,1.3,0.2,1.7,6.1
0.18,5.5,1,0,1.6,1.5,0.4,0.4,0.7,1.0,1.2,0.7,0.9,1.5,0.1,8.0
2.14,17.9,1,1,1.0,1.1,0.2,0.9,1.1,0.5,0.5,0.8,0.0,0.6,0.4,11.5
0.36,17.8,1,1,1.2,1.4,1.6,1.0,0.2,1.1,1.2,1.5,0.9,0.3,0.6,10.8
1.94,11.4,0,0,0.7,2.0,1.2,0.5,0.2,0.3,0.5,0.3,0.4,0.6,0.3,10.1
0.24,10.5,0,0,0.8,2.0,0.2,0.8,1.9,1.7,1.6,0.5,0.3,1.3,1.9,8.8
1.71,5.6,1,0,1.5,0.4,0.6,0.9,1.0,0.5,0.2,1.2,0.6,1.2,0.3,10.1
6.57,58.4,4,2,4.4,4.7,5.8,3.8,3.6,5.4,5.2,4.9,5.8,3.3,5.1,52.9
9.0,88.8,9,6,8.0,8.0,9.9,10.0,9.1,10.0,10.0,8.7,10.0,9.3,9.1,96.5
6.89,68.7,2,1,3.9,6.3,5.4,4.5,3.9,7.2,5.4,6.8,6.7,6.4,4.5,59.1
6.82,68.6,3,2,3.7,3.2,3.5,5.5,3.6,5.4,3.6,3.3,4.9,2.6,4.4,53.9
7.43,65.0,3,2,8.3,4.9,4.8,7.4,6.7,6.3,4.8,7.2,7.4,5.0,6.9,64.1
8.17,76.0,4,2,5.2,7.2,5.7,7.6,5.3,6.5,7.7,6.9,5.8,7.5,7.0,71.7
5.04,45.9,2,1,3.1,2.2,2.3,3.3,4.9,4.5,4.8,3.5,4.2,2.3,4.3,38.4
6.4,24.5,2,0,0.9,2.9,0.9,3.0,0.4,3.5,1.9,0.4,3.1,2.1,2.3,30.5
7.02,64.0,2,2,5.8,4.9,5.4,6.2,5.1,3.7,4.1,3.2,3.6,4.5,4.8,54.9
7.24,72.2,3,1,4.3,6.6,6.4,3.7,6.3,4.3,3.7,4.2,5.9,5.4,6.8,57.0
8.14,78.9,5,4,8.4,6.1,9.2,7.6,5.7,7.9,6.7,7.9,8.2,7.0,5.8,78.5
7.2,65.8,3,2,4.8,4.8,5.2,4.4,5.2,4.3,5.4,5.9,4.8,5.4,3.6,54.6
4.66,28.0,1,1,2.4,3.5,4.3,2.3,4.1,4.0,1.5,3.5,1.9,4.2,3.0,32.7
9.59,95.3,9,4,10.0,10.0,10.0,8.4,9.8,10.0,10.0,9.0,9.6,10.0,10.0,97.4
6.6,51.9,4,2,4.9,4.4,4.1,3.6,2.3,4.9,5.6,5.5,4.8,4.7,4.4,53.0
9.79,95.8,4,3,8.8,8.3,7.7,10.0,10.0,7.7,8.7,9.8,10.0,8.1,9.3,90.1
7.34,66.3,2,2,6.5,5.5,4.7,5.1,5.3,4.7,6.2,5.7,4.8,5.0,6.6,57.0
4.46,31.5,2,0,3.2,3.5,4.7,3.0,2.1,2.8,5.1,4.0,2.3,3.7,3.2,33.2
8.52,83.8,3,3,7.4,7.9,6.8,8.0,8.9,6.9,7.8,8.0,7.8,5.7,6.8,77.1
8.03,87.5,5,3,5.8,4.9,7.6,8.6,8.6,7.7,5.3,5.9,7.5,7.3,5.7,79.0
8.02,78.4,3,3,6.0,8.2,8.4,8.2,8.0,7.5,8.9,8.2,7.3,7.2,6.9,75.2
8.3,76.2,3,2,7.7,6.7,8.4,6.6,7.5,7.1,8.2,7.5,6.2,5.9,5.9,70.8
6.81,73.3,4,2,2.4,4.8,2.7,3.3,4.5,5.1,4.8,6.1,4.3,2.8,3.7,52.2
7.78,65.8,2,1,4.0,3.3,5.0,6.5,3.3,5.1,6.7,3.3,5.6,5.4,4.7,58.6
4.19,45.6,2,0,2.0,4.5,2.9,3.4,5.6,4.0,3.3,2.8,5.5,3.7,3.8,38.6
5.99,40.8,1,0,3.6,2.2,1.9,2.4,2.2,2.6,1.9,1.0,1.1,1.1,2.3,29.7
8.0,88.0,4,4,6.4,9.1,7.5,6.0,8.3,6.8,9.8,8.8,7.0,7.8,6.4,78.2
7.29,56.2,2,2,5.0,6.6,6.4,6.9,5.7,4.9,6.6,5.8,6.1,6.4,7.0,60.1
9.6,97.0,7,3,8.6,10.0,8.9,7.9,8.9,6.5,8.8,7.4,7.8,9.7,7.4,90.9
8.62,75.6,6,4,7.7,6.7,8.6,9.8,7.7,9.5,7.7,7.3,8.3,8.0,8.1,87.0
8.28,75.6,4,4,6.7,5.8,8.0,7.1,7.4,6.1,5.0,7.6,5.4,7.3,6.3,74.0
7.14,52.0,2,1,5.4,5.4,6.3,4.2,6.3,6.2,3.3,5.8,5.4,5.0,5.9,50.6
7.64,72.5,3,1,6.5,5.8,4.0,5.6,4.5,5.1,6.7,4.4,5.3,5.0,4.0,57.1
6.63,60.1,4,1,5.0,6.4,3.8,5.5,5.6,5.0,6.6,6.6,6.9,5.6,5.3,60.4
7.37,53.6,4,2,5.6,6.8,6.6,5.9,5.8,5.1,6.0,4.0,4.2,4.7,4.0,58.4
7.72,51.0,3,1,4.4,5.5,3.8,5.9,2.4,3.3,5.3,4.1,3.6,4.4,3.9,51.7
6.66,53.3,3,2,2.9,3.1,5.3,3.2,4.4,6.4,3.6,5.0,3.7,5.4,5.5,50.4
7.91,86.9,3,4,8.3,9.3,8.9,10.0,7.6,8.9,8.7,8.0,9.1,9.5,8.0,85.5
7.37,70.2,2,1,6.2,5.3,6.2,6.1,6.0,7.4,7.6,6.1,6.4,6.1,4.8,61.7
6.72,66.1,2,1,4.6,4.7,7.6,5.0,5.7,7.4,5.9,6.5,6.9,6.3,7.2,60.6
7.67,51.8,4,1,7.6,6.7,6.4,6.9,7.7,6.5,6.6,7.5,7.5,6.6,8.3,67.4
8.32,76.8,5,2,9.1,7.7,9.9,9.5,6.3,8.1,9.1,8.0,9.2,9.4,7.4,85.3
5.53,32.3,0,1,4.7,3.5,1.8,3.4,2.9,3.3,4.3,3.7,4.6,2.7,2.3,34.2
5.6,38.2,1,0,1.5,2.4,4.2,3.8,2.0,2.8,0.7,1.7,3.6,2.9,2.2,34.4
9.65,91.2,7,5,9.8,10.0,7.5,10.0,8.1,9.1,9.3,8.0,9.2,8.4,7.9,96.1
6.97,74.9,3,2,3.9,4.9,3.6,4.7,5.6,4.4,6.8,7.0,6.6,4.5,5.0,59.0
6.48,47.8,0,1,3.3,3.1,3.0,2.7,0.7,1.5,1.4,3.7,1.4,3.9,2.8,34.5
7.02,61.2,4,2,6.6,4.2,6.3,4.9,7.6,6.4,7.5,6.2,5.2,4.5,5.5,61.5
5.74,30.4,1,0,2.3,4.6,4.4,2.9,4.8,5.7,3.9,4.6,3.9,3.9,3.1,38.5
5.94,23.7,2,1,3.6,2.6,2.7,1.2,1.0,4.5,2.2,1.0,4.3,1.5,3.4,32.0
9.06,89.7,9,4,8.7,9.7,7.2,8.1,9.5,7.5,6.6,8.9,8.1,7.3,7.8,88.5
7.58,68.3,3,1,7.7,6.4,4.9,6.2,5.3,6.8,7.8,4.9,5.0,4.9,5.9,61.2
7.34,62.5,2,2,6.5,4.6,6.6,4.0,5.7,3.2,3.1,4.8,6.1,5.7,3.5,54.9
7.71,56.3,4,1,5.7,7.0,4.7,8.3,5.7,4.5,4.5,8.0,6.8,7.2,5.2,66.7
5.27,31.6,2,1,3.0,3.9,2.7,1.2,0.4,0.6,3.3,1.3,3.2,2.8,2.0,31.8
4.3,38.5,0,0,2.2,4.3,4.7,4.7,3.6,3.8,3.3,1.7,2.8,4.6,2.5,36.0
7.06,61.0,3,2,6.4,7.8,5.9,4.8,6.5,4.6,5.5,5.7,5.0,7.3,6.6,59.8
6.73,51.3,3,1,3.4,5.1,6.7,3.6,4.5,5.5,6.6,4.6,5.2,5.0,4.4,50.9
7.4,71.8,2,1,6.9,4.2,7.0,6.3,4.5,7.2,6.1,5.8,5.0,5.5,6.8,59.8
6.51,69.0,2,2,2.6,3.0,4.7,6.1,3.2,3.5,4.3,5.9,4.4,3.8,3.8,52.9
7.8,84.3,3,2,5.5,5.9,7.3,5.4,6.7,8.6,8.6,5.3,6.7,7.6,6.2,69.1
8.55,89.7,6,4,6.0,7.5,7.3,7.2,7.1,7.9,5.4,6.8,6.9,6.0,7.5,79.4
9.62,96.9,8,3,8.0,10.0,8.7,9.5,8.8,10.0,10.0,10.0,10.0,10.0,9.0,95.9
8.26,82.2,6,3,7.1,5.2,6.6,5.2,8.4,8.3,7.6,5.0,5.4,6.1,6.1,72.0
6.27,27.5,1,0,0.0,0.0,3.7,0.2,1.4,1.0,0.9,3.7,0.4,2.3,3.2,25.3
7.72,51.3,3,1,3.9,5.0,4.6,7.2,5.1,6.3,3.6,3.7,4.4,4.5,6.3,57.2
7.18,52.9,3,1,5.3,7.1,7.7,7.3,6.6,5.2,4.9,7.2,6.5,7.3,6.0,62.1
7.91,80.3,5,4,8.7,8.0,7.1,9.1,9.1,10.0,7.2,9.6,9.9,9.3,7.0,86.4
5.16,47.3,2,1,1.9,1.2,1.2,0.9,1.7,4.3,1.4,3.6,3.0,1.7,3.8,33.5
7.08,63.9,4,1,5.9,2.6,3.6,4.7,6.2,3.4,4.9,5.4,5.6,3.4,5.2,54.2
7.78,62.1,3,1,5.1,4.4,2.6,2.5,6.1,3.0,3.5,5.3,3.9,3.8,5.6,51.4
5.9,49.6,0,0,4.6,2.0,2.0,3.9,4.8,4.4,3.9,2.3,4.0,3.5,3.9,35.9
8.61,87.7,3,2,7.8,7.0,8.0,5.2,5.2,8.0,7.6,5.7,6.6,5.7,7.8,68.5
7.49,72.6,2,1,2.7,3.2,3.9,3.8,3.4,3.8,5.4,5.8,5.6,4.6,3.3,51.1
6.54,74.2,2,1,2.4,5.3,4.6,5.3,6.1,3.2,5.0,2.7,5.0,4.5,3.2,52.5
4.03,34.1,2,0,2.5,3.7,0.9,0.9,3.9,1.8,1.5,2.4,1.3,1.7,1.2,25.4
8.37,84.9,3,4,7.0,8.7,8.8,6.7,6.6,6.3,6.0,6.3,7.8,7.3,8.2,77.1
7.29,65.8,2,1,7.0,5.7,7.7,5.6,6.0,5.3,5.7,4.0,5.0,5.4,5.7,57.8
4.35,28.3,0,0,2.5,5.2,1.9,1.9,4.7,2.0,2.2,2.9,4.8,4.1,4.0,30.0
7.71,59.9,2,1,4.8,5.8,2.4,3.6,5.0,2.8,3.4,4.5,5.4,4.8,3.5,49.0
8.1,85.8,3,2,9.8,9.9,6.8,7.6,7.8,7.5,6.8,7.7,9.2,7.1,7.1,76.9
7.72,66.7,3,1,7.5,6.7,6.2,6.7,6.7,4.2,5.6,4.5,4.6,5.8,5.4,61.6
7.25,51.1,2,1,3.7,4.4,5.3,3.3,6.1,3.7,4.8,4.8,5.4,5.6,4.2,47.4
7.26,59.3,2,2,6.1,6.6,4.8,5.4,4.9,6.3,5.0,7.5,6.1,4.6,6.8,59.3
7.59,64.5,4,2,6.6,4.8,3.8,6.2,4.8,4.2,3.7,7.3,5.6,5.0,6.9,63.3
6.39,29.4,1,1,2.8,4.7,2.7,3.3,2.1,3.3,5.0,4.0,4.7,3.5,3.1,38.1
6.75,51.4,2,2,6.0,5.8,5.5,3.6,5.4,6.6,3.9,4.0,5.9,4.9,5.7,53.3
6.13,41.3,2,1,4.3,2.1,4.1,4.4,4.1,2.5,5.5,4.6,2.7,3.6,5.2,43.9
7.62,64.7,3,1,4.9,6.9,6.1,4.3,6.9,5.4,4.8,6.0,4.2,4.0,6.2,55.8
7.6,72.3,3,1,5.8,6.1,2.3,4.8,3.8,4.1,4.1,4.6,3.7,4.9,4.3,55.4
8.79,78.0,6,4,8.7,9.2,8.7,8.8,8.5,8.8,9.0,9.9,7.3,8.5,7.2,86.9
7.03,51.7,4,2,4.6,3.9,5.7,4.5,5.4,6.6,3.2,3.3,4.8,4.4,4.2,55.0
7.54,73.2,4,2,6.2,6.6,6.3,5.2,3.6,5.9,4.7,4.6,5.5,5.6,3.9,62.3
8.04,85.7,6,4,9.1,9.4,7.0,6.5,8.0,6.3,8.4,7.1,6.6,8.2,6.8,79.2
7.42,51.6,2,2,5.6,7.4,7.0,5.5,6.9,8.4,5.8,7.2,6.1,7.9,5.3,63.5
8.29,80.8,6,4,8.7,8.0,8.6,9.3,6.7,6.1,8.1,9.2,6.4,7.3,9.1,85.9
7.06,61.4,3,1,5.1,5.2,5.4,4.6,4.0,6.4,3.3,4.7,4.9,4.0,3.5,53.1
8.54,79.7,3,3,7.8,9.5,8.1,7.4,6.1,7.9,8.7,8.5,8.8,8.4,9.1,81.1
5.84,29.9,0,0,2.7,4.0,5.4,3.3,4.6,2.1,1.8,5.4,4.6,2.6,3.0,34.1
4.73,43.2,0,1,3.1,3.1,3.2,2.9,2.9,3.7,1.7,1.5,1.3,1.7,1.8,28.7
7.47,61.8,3,2,3.9,4.5,2.8,4.4,4.0,6.0,4.7,5.1,3.5,5.6,4.3,54.5
8.98,95.7,7,4,9.7,10.0,10.0,9.1,10.0,7.8,8.9,8.5,10.0,9.2,10.0,97.9
9.48,99.1,9,4,10.0,10.0,9.5,7.9,10.0,9.1,10.0,9.5,8.3,9.9,9.5,94.1
7.74,63.1,2,1,6.4,4.9,3.7,4.8,3.8,5.5,6.6,3.8,5.7,5.5,4.1,54.2
5.15,43.4,1,1,3.0,4.7,4.7,3.8,2.5,2.8,5.7,4.1,2.7,3.7,2.5,40.1
7.36,53.0,4,1,4.8,3.1,3.0,5.5,4.2,3.7,4.7,6.9,4.5,5.1,4.6,53.6
8.7,88.2,5,3,7.0,9.0,7.3,10.0,8.2,7.8,9.8,8.0,9.2,7.8,8.0,87.9
8.75,88.4,6,4,5.9,6.3,9.1,6.0,5.6,7.9,8.2,6.9,7.1,8.3,8.3,81.9
7.4,69.3,4,2,5.1,7.3,5.6,5.7,4.1,7.0,6.1,4.6,5.1,4.5,5.8,62.8
7.85,77.9,5,4,6.0,8.1,7.3,7.6,5.7,6.2,7.8,8.8,8.6,7.9,6.8,80.3
7.36,52.0,3,2,3.8,4.4,5.4,6.6,5.8,5.9,6.3,5.2,5.7,5.2,6.9,58.4
8.5,85.7,3,4,5.6,5.8,8.2,8.9,5.9,5.8,7.7,7.4,7.2,7.6,6.9,79.6
7.16,59.7,2,1,6.0,5.4,6.8,7.2,6.4,8.7,7.3,6.2,7.4,7.8,5.8,64.0
8.35,80.9,4,2,8.5,6.3,5.0,5.7,8.7,7.3,7.7,6.6,6.0,5.8,5.8,69.9
4.98,25.7,1,0,1.1,1.5,2.3,1.2,0.4,3.3,4.2,2.2,2.7,2.6,1.3,25.3
7.48,52.5,3,1,3.4,5.7,5.5,5.9,5.0,4.9,4.1,3.9,4.5,4.1,3.9,53.6
6.85,57.2,3,2,6.9,4.2,5.8,7.4,5.9,4.8,4.0,6.9,5.2,6.5,6.6,61.6
6.91,56.8,2,2,4.4,6.6,3.8,7.5,5.7,4.9,6.4,5.7,5.4,7.1,5.9,57.5
9.04,96.7,9,6,7.5,9.5,10.0,10.0,8.0,8.5,10.0,7.3,9.5,9.6,9.6,94.9
5.79,22.7,2,0,0.3,0.0,2.8,1.8,1.4,1.6,2.2,2.5,2.6,2.5,2.6,27.4
9.4,90.4,4,5,10.0,9.0,8.8,8.0,10.0,9.9,9.2,9.6,9.1,9.6,8.5,88.8
8.23,81.6,3,4,6.7,7.3,6.0,7.3,9.7,6.1,8.1,8.9,8.3,7.1,6.8,79.5
4.18,25.6,2,0,1.9,3.9,2.5,2.6,2.1,4.0,3.5,3.4,2.4,4.2,4.4,30.3
6.96,62.6,2,1,5.4,8.6,6.9,8.6,7.4,7.1,6.1,6.7,5.8,7.3,5.9,66.3
8.03,76.8,6,2,8.1,5.9,8.0,7.0,7.5,5.2,6.7,6.6,5.7,6.0,6.3,73.9
4.61,28.0,1,1,2.6,3.5,1.2,3.6,0.6,1.0,1.6,1.7,0.6,3.3,2.6,29.4
7.71,61.0,2,1,6.5,6.2,5.0,7.3,5.1,8.2,8.3,6.8,7.5,6.2,5.5,64.5
8.34,87.5,6,2,6.7,8.7,8.8,7.5,8.8,7.3,9.8,8.8,7.3,6.8,9.3,82.3
7.2,74.2,2,1,2.9,5.0,4.8,5.4,2.4,4.4,4.0,4.3,3.8,3.8,2.8,50.9
7.71,59.5,2,1,4.7,6.8,6.2,6.8,8.1,8.2,6.0,4.9,7.0,6.9,7.2,63.5
4.49,46.7,0,1,5.0,2.9,3.5,2.2,2.5,4.8,2.4,3.0,2.3,3.5,4.3,33.9
8.52,86.2,4,3,9.3,6.4,7.7,6.4,8.4,7.5,8.6,6.4,6.7,8.2,6.8,77.3
6.84,66.5,4,1,5.1,5.8,7.3,5.7,7.1,6.9,6.3,8.2,7.3,6.2,5.5,63.8
7.46,60.9,3,2,6.5,6.7,6.8,6.4,6.0,6.5,7.2,5.7,5.4,5.5,7.4,62.4
8.65,81.1,6,2,6.1,4.5,7.3,7.6,7.6,5.7,4.7,6.4,7.2,7.1,5.4,75.5
7.24,71.7,3,1,4.6,6.9,4.5,6.0,4.6,6.0,5.6,6.2,6.2,4.0,6.4,61.3
6.57,66.1,3,2,7.0,8.1,6.9,7.4,7.7,5.0,7.3,6.8,7.5,7.9,7.8,68.7
9.39,93.9,8,4,9.0,7.1,10.0,8.9,7.0,7.5,10.0,8.7,8.0,9.4,9.1,93.7
7.77,67.1,4,2,5.2,6.5,5.0,7.0,5.5,3.5,4.2,4.4,4.8,5.6,6.3,64.2
7.22,69.7,3,2,6.5,6.2,3.7,3.6,5.8,3.7,3.9,5.1,4.4,3.8,6.2,55.2
6.96,57.6,3,2,8.3,7.3,5.3,6.7,8.2,5.4,6.8,5.7,6.9,5.7,6.8,64.8
7.57,51.4,2,2,3.9,3.4,3.6,4.9,5.6,7.2,3.3,6.5,5.2,5.7,5.4,55.5
8.46,76.8,6,4,6.7,9.0,6.6,7.8,9.5,9.3,8.0,6.8,8.3,7.7,8.6,84.2
5.43,25.6,2,0,2.9,2.2,0.6,3.7,2.5,0.8,2.0,1.6,1.3,3.3,0.4,30.8
7.18,63.0,2,1,4.2,5.1,6.8,4.0,5.2,7.6,3.9,4.6,4.9,5.0,7.0,55.8
7.11,69.0,3,2,4.6,3.9,6.0,4.8,2.6,5.9,3.1,4.5,4.4,5.3,3.3,55.2
6.86,71.3,4,1,4.9,7.0,5.1,6.6,7.7,7.5,5.9,7.2,6.5,7.5,5.7,66.1
8.04,85.2,5,3,5.9,6.5,6.9,8.6,6.6,6.5,8.2,7.5,7.9,8.1,6.7,80.8
7.31,65.0,3,2,5.1,4.6,4.8,5.9,4.4,6.2,6.5,6.1,4.3,7.0,5.6,59.4
9.83,93.4,6,3,7.0,8.9,6.6,9.1,8.3,7.2,6.9,9.3,7.2,9.7,9.2,89.7
7.62,56.2,4,1,7.1,4.7,4.7,5.2,5.4,6.6,4.5,7.8,6.2,5.5,6.1,58.8
7.27,60.8,2,2,4.5,6.4,5.0,4.2,4.5,5.2,5.6,3.5,3.0,5.5,5.4,52.8
5.44,33.9,0,1,1.5,1.2,1.9,0.0,2.0,3.0,3.0,1.0,0.6,1.1,2.2,23.3
5.96,27.2,2,1,0.0,3.0,2.1,1.7,0.0,2.1,3.1,0.0,0.1,1.6,0.4,26.0
8.16,88.7,4,4,6.5,8.4,5.7,9.2,5.9,6.9,7.4,8.4,7.1,6.9,8.1,83.6
6.93,73.2,4,2,8.0,7.4,6.6,7.4,4.7,5.5,5.8,7.2,7.9,6.4,7.3,69.9
7.2,57.0,3,2,4.2,4.8,2.9,3.6,6.6,3.4,5.6,5.2,3.3,4.5,4.3,51.9
6.87,52.3,3,1,6.4,3.0,5.8,3.7,3.3,6.6,4.4,4.2,4.2,5.1,4.3,50.1
9.04,98.6,5,5,8.2,10.0,9.5,10.0,8.3,9.5,7.9,10.0,7.7,9.4,9.6,91.4
7.92,89.1,5,2,6.6,6.2,8.6,7.0,6.9,5.9,7.3,7.4,5.8,6.4,5.6,73.6
6.08,48.4,0,1,0.6,1.2,2.4,2.5,3.5,2.8,2.3,0.9,1.2,2.5,1.5,29.9
6.51,51.5,4,1,4.1,6.4,6.6,4.4,3.9,3.9,4.2,3.8,6.0,5.0,4.9,53.9
7.36,71.8,2,1,4.9,7.2,7.0,5.9,7.9,5.3,5.5,4.7,5.3,7.3,6.5,63.3
7.54,56.2,3,2,6.9,8.7,7.3,5.4,8.2,5.2,5.1,6.9,7.0,5.7,5.5,62.9
8.83,93.3,7,5,7.9,8.4,8.9,8.2,8.3,8.0,10.0,10.0,8.1,10.0,9.6,92.2
8.36,86.7,4,4,5.2,8.2,5.3,7.1,4.8,7.2,7.5,6.6,7.6,6.0,7.1,76.4
7.28,67.1,3,2,4.7,5.7,7.2,4.5,5.7,4.4,4.1,7.3,4.6,7.2,4.8,60.5
7.03,53.2,3,2,3.7,2.6,5.0,4.1,6.0,2.2,4.8,3.8,4.3,4.1,2.8,52.3
5.5,30.2,1,1,5.3,4.5,5.4,3.8,3.8,4.6,2.6,1.8,3.1,2.9,4.2,39.0
7.27,50.4,2,1,6.9,7.7,6.8,5.4,6.4,6.5,4.5,4.2,6.8,5.8,5.4,56.5
5.35,45.5,2,0,3.7,3.0,2.6,4.5,2.8,2.2,4.6,4.8,3.7,4.0,5.0,42.6
9.44,97.7,4,3,10.0,7.0,8.4,8.7,8.8,8.9,9.3,9.9,9.3,9.0,7.7,89.2
4.71,33.3,1,0,3.8,1.7,3.2,2.8,4.6,3.8,2.3,1.1,1.5,2.2,4.1,31.5
6.85,60.0,2,2,4.9,5.7,5.2,4.4,7.3,5.5,6.8,6.5,4.4,5.2,4.5,53.7
8.5,80.0,5,2,8.7,6.2,7.6,8.8,8.9,6.0,6.9,7.4,6.8,8.3,9.3,80.8
6.96,60.0,2,1,5.4,3.7,3.6,4.5,2.8,2.9,2.9,5.2,4.4,3.2,5.4,48.5
6.71,66.9,4,2,2.5,2.9,5.1,3.7,5.6,3.9,2.6,2.6,5.3,4.3,5.2,53.7
7.3,63.1,4,1,6.6,3.8,5.8,3.3,6.8,5.9,3.5,5.1,3.6,4.7,5.0,54.2
